epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,9896.01,0.58971,0.58866,0.9845,0.98662,0.95896,0.9856,0.90719,0.3912,0.37245,0.89714,0.003961,0.003961,0.003961
63,10028.6,0.59348,0.59362,0.98913,0.98052,0.96588,0.98636,0.90937,0.38889,0.36936,0.89529,0.003862,0.003862,0.003862
64,10161.1,0.58227,0.5776,0.98212,0.98177,0.96683,0.9869,0.90985,0.38598,0.36698,0.8938,0.003763,0.003763,0.003763
65,10293.3,0.58825,0.58691,0.99004,0.98149,0.96592,0.98708,0.91129,0.38382,0.36439,0.89314,0.003664,0.003664,0.003664
66,10425.8,0.5796,0.57833,0.98241,0.98213,0.96789,0.9873,0.9116,0.38329,0.36262,0.89304,0.003565,0.003565,0.003565
67,10558,0.57875,0.57366,0.97747,0.98412,0.96549,0.98722,0.91166,0.38126,0.36065,0.89147,0.003466,0.003466,0.003466
68,10690.5,0.58123,0.57302,0.98132,0.98554,0.96468,0.98747,0.91327,0.38017,0.35808,0.89087,0.003367,0.003367,0.003367
69,10823.1,0.57418,0.56132,0.98037,0.98385,0.96673,0.9875,0.91399,0.37759,0.35502,0.88921,0.003268,0.003268,0.003268
70,10955.5,0.57014,0.55947,0.97568,0.98467,0.96928,0.98787,0.91502,0.3766,0.3535,0.88789,0.003169,0.003169,0.003169
71,11087.8,0.56696,0.55225,0.9726,0.98288,0.97154,0.98803,0.91509,0.37515,0.35137,0.88662,0.00307,0.00307,0.00307
72,11219.7,0.5637,0.54912,0.97109,0.98494,0.97024,0.98824,0.91647,0.37288,0.34896,0.88535,0.002971,0.002971,0.002971
73,11352,0.56441,0.54636,0.9754,0.9835,0.97067,0.98843,0.9167,0.3706,0.34704,0.88401,0.002872,0.002872,0.002872
74,11484.4,0.55885,0.5384,0.96698,0.98506,0.97177,0.98865,0.91847,0.3683,0.34541,0.8826,0.002773,0.002773,0.002773
75,11616.8,0.55488,0.53281,0.96506,0.98601,0.9697,0.98864,0.91747,0.36805,0.34452,0.88223,0.002674,0.002674,0.002674
76,11749,0.55404,0.54182,0.96607,0.98524,0.97023,0.98877,0.91825,0.36676,0.34361,0.88139,0.002575,0.002575,0.002575
77,11881.4,0.54954,0.53111,0.96064,0.98537,0.97178,0.98887,0.91923,0.36592,0.34311,0.8806,0.002476,0.002476,0.002476
78,12013.7,0.54877,0.53835,0.96095,0.98447,0.97158,0.98902,0.91871,0.36505,0.34133,0.88002,0.002377,0.002377,0.002377
79,12146,0.54335,0.52446,0.95662,0.98664,0.9714,0.98909,0.91977,0.36405,0.33992,0.8793,0.002278,0.002278,0.002278
80,12278.7,0.54539,0.52664,0.96056,0.98794,0.97086,0.98928,0.91951,0.36326,0.33919,0.87884,0.002179,0.002179,0.002179
81,12412.5,0.54402,0.52525,0.95941,0.98787,0.97193,0.98939,0.92093,0.36242,0.33795,0.87825,0.00208,0.00208,0.00208
82,12545.2,0.53756,0.51569,0.95313,0.98753,0.97284,0.98929,0.9212,0.36193,0.33699,0.87761,0.001981,0.001981,0.001981
83,12678.1,0.53024,0.50522,0.95115,0.98821,0.97091,0.9894,0.92212,0.36157,0.33619,0.87701,0.001882,0.001882,0.001882
84,12810.6,0.52826,0.50587,0.94984,0.98482,0.97449,0.98954,0.92133,0.36096,0.33473,0.87642,0.001783,0.001783,0.001783
85,12943.3,0.52912,0.50301,0.95142,0.987,0.97255,0.98985,0.9218,0.35962,0.33407,0.87564,0.001684,0.001684,0.001684
86,13075.9,0.53297,0.50628,0.94588,0.9868,0.97338,0.99004,0.92238,0.35922,0.33334,0.87514,0.001585,0.001585,0.001585
87,13208.5,0.51945,0.49823,0.94158,0.98794,0.97341,0.99005,0.92339,0.35855,0.33205,0.87472,0.001486,0.001486,0.001486
88,13341.1,0.51789,0.49389,0.94599,0.98642,0.97545,0.99011,0.92396,0.35752,0.3312,0.87421,0.001387,0.001387,0.001387
89,13473.8,0.51352,0.48528,0.94248,0.9878,0.97484,0.99015,0.92382,0.35636,0.33048,0.87365,0.001288,0.001288,0.001288
90,13606.3,0.51051,0.48454,0.93509,0.98886,0.97476,0.99018,0.92455,0.35572,0.32935,0.87307,0.001189,0.001189,0.001189
91,13738.9,0.50757,0.48385,0.9396,0.98885,0.97501,0.9902,0.92495,0.35502,0.32841,0.87252,0.00109,0.00109,0.00109
92,13871.8,0.50585,0.47778,0.93497,0.98853,0.97575,0.99024,0.92515,0.35452,0.32776,0.8721,0.000991,0.000991,0.000991
93,14004.2,0.50527,0.47794,0.93717,0.98846,0.97596,0.99028,0.9253,0.3539,0.32698,0.87167,0.000892,0.000892,0.000892
94,14136.6,0.49987,0.47451,0.93236,0.98861,0.9754,0.99024,0.92534,0.35328,0.32648,0.87112,0.000793,0.000793,0.000793
95,14269.3,0.50008,0.46873,0.93331,0.9889,0.97603,0.99015,0.92528,0.35264,0.32596,0.87064,0.000694,0.000694,0.000694
96,14402.1,0.49507,0.46683,0.93255,0.9894,0.9757,0.99019,0.92552,0.35221,0.32534,0.87019,0.000595,0.000595,0.000595
97,14535.3,0.48664,0.45934,0.92271,0.98985,0.97562,0.99023,0.92574,0.35166,0.32492,0.86978,0.000496,0.000496,0.000496
98,14668,0.48842,0.45856,0.9267,0.98917,0.9763,0.99034,0.92593,0.35138,0.32424,0.86954,0.000397,0.000397,0.000397
99,14801.6,0.48591,0.46014,0.92646,0.98915,0.97677,0.99025,0.92615,0.35101,0.32386,0.86919,0.000298,0.000298,0.000298
100,14934.9,0.48776,0.46192,0.92429,0.98922,0.97662,0.99026,0.92652,0.35072,0.32335,0.86885,0.000199,0.000199,0.000199
