epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,11259.6,0.31433,0.21548,0.80919,0.99482,0.98911,0.99269,0.96313,0.21304,0.14291,0.77936,0.001981,0.001981,0.001981
83,11375.2,0.31208,0.21253,0.81162,0.99478,0.9895,0.99271,0.96358,0.21278,0.14252,0.77921,0.001882,0.001882,0.001882
84,11490.7,0.31376,0.21661,0.8131,0.99515,0.98931,0.99272,0.96378,0.2122,0.14274,0.77902,0.001783,0.001783,0.001783
85,11606.8,0.30578,0.20978,0.81093,0.99517,0.9889,0.99276,0.9637,0.21066,0.14214,0.77874,0.001684,0.001684,0.001684
86,11722.9,0.30647,0.21092,0.80778,0.99509,0.98893,0.99275,0.96389,0.20977,0.14127,0.77845,0.001585,0.001585,0.001585
87,11838.8,0.29839,0.20386,0.8072,0.99486,0.98902,0.99278,0.96416,0.20941,0.14088,0.77829,0.001486,0.001486,0.001486
88,11955,0.29589,0.20383,0.80418,0.99477,0.9888,0.99275,0.96453,0.20892,0.13992,0.77813,0.001387,0.001387,0.001387
89,12070.5,0.29146,0.19832,0.80427,0.99496,0.98845,0.99259,0.96471,0.20839,0.13944,0.77794,0.001288,0.001288,0.001288
90,12186.3,0.29197,0.20037,0.80376,0.99479,0.98867,0.99279,0.96533,0.20806,0.13905,0.77783,0.001189,0.001189,0.001189
91,12302.2,0.28829,0.19686,0.80023,0.99502,0.9883,0.99275,0.9655,0.20732,0.13874,0.77767,0.00109,0.00109,0.00109
92,12417.8,0.28417,0.19258,0.80088,0.99518,0.98821,0.99282,0.96581,0.20675,0.13827,0.77752,0.000991,0.000991,0.000991
93,12533.5,0.28327,0.1917,0.79898,0.99552,0.98845,0.99273,0.96632,0.20607,0.13773,0.77736,0.000892,0.000892,0.000892
94,12649.4,0.27865,0.18981,0.80133,0.99564,0.98846,0.99277,0.96622,0.20566,0.13722,0.77718,0.000793,0.000793,0.000793
95,12765.1,0.2753,0.18569,0.79984,0.9958,0.98839,0.99272,0.96633,0.20505,0.13669,0.777,0.000694,0.000694,0.000694
96,12880.8,0.27408,0.18548,0.799,0.99593,0.98857,0.99281,0.9664,0.20484,0.13694,0.7769,0.000595,0.000595,0.000595
97,12996.8,0.26868,0.1802,0.79803,0.9959,0.98864,0.99277,0.96662,0.20443,0.13649,0.77676,0.000496,0.000496,0.000496
98,13112.9,0.2678,0.17986,0.7995,0.99593,0.98863,0.99279,0.96688,0.20405,0.13617,0.77666,0.000397,0.000397,0.000397
99,13228.5,0.26464,0.17854,0.79842,0.9961,0.98852,0.9928,0.96675,0.2039,0.13616,0.77654,0.000298,0.000298,0.000298
100,13343.9,0.26599,0.17684,0.79694,0.99612,0.98852,0.99282,0.96673,0.20383,0.13593,0.77647,0.000199,0.000199,0.000199
