epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,6865.43,0.39113,0.31194,0.83535,0.99234,0.97637,0.98759,0.94009,0.25196,0.17709,0.78871,0.002377,0.002377,0.002377
79,6940.01,0.38394,0.31479,0.83584,0.99076,0.9775,0.98759,0.94025,0.25137,0.17652,0.78851,0.002278,0.002278,0.002278
80,7014.5,0.38567,0.31354,0.83149,0.99232,0.97726,0.98765,0.9405,0.2511,0.17605,0.78837,0.002179,0.002179,0.002179
81,7090.64,0.38101,0.26472,0.82984,0.99054,0.97939,0.9877,0.94026,0.25003,0.17554,0.78824,0.00208,0.00208,0.00208
82,7165.02,0.36763,0.25734,0.82373,0.99105,0.97901,0.98776,0.94086,0.24855,0.17484,0.78808,0.001981,0.001981,0.001981
83,7239.4,0.36501,0.25518,0.82203,0.9911,0.97942,0.98782,0.94136,0.2475,0.17493,0.78788,0.001882,0.001882,0.001882
84,7314.01,0.36272,0.25385,0.82639,0.99106,0.97909,0.98788,0.94183,0.24618,0.1741,0.78767,0.001783,0.001783,0.001783
85,7388.45,0.36103,0.25024,0.82088,0.99102,0.97955,0.98795,0.94214,0.24488,0.17322,0.78741,0.001684,0.001684,0.001684
86,7462.74,0.35998,0.25093,0.82068,0.99117,0.97938,0.98806,0.94243,0.2438,0.17236,0.78723,0.001585,0.001585,0.001585
87,7537.24,0.35271,0.24643,0.82042,0.99116,0.9798,0.98836,0.9426,0.24318,0.17156,0.78708,0.001486,0.001486,0.001486
88,7611.48,0.35007,0.24354,0.81875,0.99058,0.97993,0.98836,0.9433,0.24235,0.17036,0.78696,0.001387,0.001387,0.001387
89,7686.26,0.34659,0.23911,0.8164,0.99026,0.98024,0.98834,0.94348,0.24158,0.17082,0.78677,0.001288,0.001288,0.001288
90,7760.35,0.3386,0.23559,0.81485,0.99239,0.97877,0.98838,0.94439,0.24083,0.17007,0.78655,0.001189,0.001189,0.001189
91,7834.84,0.33742,0.23391,0.81662,0.99159,0.97911,0.98831,0.94491,0.24015,0.16971,0.78637,0.00109,0.00109,0.00109
92,7909.45,0.3363,0.23741,0.81759,0.99172,0.97922,0.98835,0.94498,0.23959,0.16891,0.78622,0.000991,0.000991,0.000991
93,7984.01,0.33506,0.23034,0.81538,0.99206,0.97928,0.98839,0.94516,0.23886,0.16914,0.78603,0.000892,0.000892,0.000892
94,8058.62,0.32663,0.22883,0.81187,0.99225,0.97928,0.98841,0.94491,0.23855,0.16871,0.78586,0.000793,0.000793,0.000793
95,8132.85,0.33064,0.2274,0.81466,0.99234,0.97937,0.98869,0.94546,0.23814,0.16835,0.78571,0.000694,0.000694,0.000694
96,8207.29,0.32495,0.22455,0.81402,0.99227,0.97945,0.98871,0.94557,0.23773,0.16784,0.78557,0.000595,0.000595,0.000595
97,8281.78,0.31914,0.22267,0.81146,0.99223,0.97955,0.98893,0.94543,0.23738,0.16753,0.78542,0.000496,0.000496,0.000496
98,8356.03,0.31925,0.22182,0.81246,0.99215,0.97955,0.98885,0.94569,0.23715,0.16726,0.78529,0.000397,0.000397,0.000397
99,8430.43,0.31832,0.21799,0.80944,0.99232,0.9796,0.98887,0.94602,0.23711,0.16702,0.7852,0.000298,0.000298,0.000298
100,8505.23,0.3139,0.21761,0.81002,0.99189,0.98006,0.9889,0.94601,0.23677,0.1666,0.78509,0.000199,0.000199,0.000199
