epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,18423.1,0.41893,0.3602,0.89394,0.99217,0.9923,0.99377,0.95185,0.28301,0.23341,0.83781,0.001585,0.001585,0.001585
87,18616.1,0.40727,0.34901,0.8918,0.99184,0.99251,0.9935,0.95253,0.28247,0.23193,0.83733,0.001486,0.001486,0.001486
88,18809.5,0.40845,0.35015,0.89454,0.99212,0.99275,0.99354,0.95279,0.28161,0.2316,0.83678,0.001387,0.001387,0.001387
89,19002.9,0.4012,0.33871,0.88758,0.99248,0.99263,0.99353,0.95314,0.28088,0.23098,0.83621,0.001288,0.001288,0.001288
90,19196.1,0.39968,0.34181,0.88696,0.9932,0.99212,0.99356,0.95314,0.28011,0.23048,0.83571,0.001189,0.001189,0.001189
91,19389.5,0.39608,0.34078,0.88814,0.99268,0.99228,0.99356,0.95317,0.27964,0.22981,0.8352,0.00109,0.00109,0.00109
92,19582.7,0.39403,0.33556,0.88558,0.99243,0.99248,0.99355,0.95352,0.27901,0.22944,0.83485,0.000991,0.000991,0.000991
93,19776,0.39447,0.33645,0.8879,0.9927,0.99277,0.99358,0.95369,0.2783,0.22912,0.83443,0.000892,0.000892,0.000892
94,19969.2,0.38918,0.33312,0.88237,0.99287,0.99274,0.99359,0.95399,0.27773,0.22889,0.83405,0.000793,0.000793,0.000793
95,20162.2,0.38779,0.3289,0.88506,0.99263,0.99306,0.99358,0.95365,0.27757,0.22833,0.8338,0.000694,0.000694,0.000694
96,20355.6,0.38279,0.32719,0.88222,0.99224,0.99304,0.99358,0.95391,0.27707,0.22797,0.83354,0.000595,0.000595,0.000595
97,20548.8,0.3756,0.32277,0.87462,0.99223,0.99306,0.99385,0.95418,0.2766,0.22759,0.83319,0.000496,0.000496,0.000496
98,20741.8,0.37747,0.32059,0.87768,0.99234,0.99283,0.99385,0.95407,0.27628,0.22743,0.8329,0.000397,0.000397,0.000397
99,20935.1,0.37434,0.32006,0.87528,0.99225,0.99288,0.99386,0.9545,0.2761,0.2271,0.83275,0.000298,0.000298,0.000298
100,21128.1,0.37596,0.32175,0.87443,0.99269,0.99279,0.99386,0.95442,0.27577,0.22711,0.83251,0.000199,0.000199,0.000199
